source_name,cleaned_source_name,source_database,target_name,cleaned_target_name,target_database,sequence_identity,name_similarity,predicted_similarity,similarity_difference
blaOXA-828,oxa828,ncbi,blaOXA-51,oxa51,resfinder,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-829,oxa829,ncbi,OXA-173,oxa173,card,0.956,0.5,0.8636118869410478,0.36361188694104785
blaOXA-829,oxa829,ncbi,blaOXA-173,oxa173,resfinder,0.956,0.5,0.8636118869410478,0.36361188694104785
blaOXA-831,oxa831,ncbi,OXA-65,oxa65,card,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-831,oxa831,ncbi,blaOXA-65,oxa65,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-833,oxa833,ncbi,OXA-232,oxa232,card,0.975,0.6666666666666667,0.8891356536323365,0.22246898696566975
blaOXA-833,oxa833,ncbi,blaOXA-232,oxa232,resfinder,0.975,0.6666666666666667,0.8891356536323365,0.22246898696566975
blaPDC-333,pdc333,ncbi,PDC-68,pdc68,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPOM-2,pom2,ncbi,POM-1,pom1,resfinder,0.988,0.75,0.9065992834737444,0.1565992834737444
blaVIM-64,vim64,ncbi,VIM-1,vim1,card,0.953,0.6,0.8595818185161075,0.2595818185161075
blaVIM-64,vim64,ncbi,blaVIM-1,vim1,resfinder,0.953,0.6,0.8595818185161075,0.2595818185161075
blaVIM-65,vim65,ncbi,VIM-2,vim2,card,0.955,0.6,0.8622685307994009,0.26226853079940093
blaVIM-65,vim65,ncbi,blaVIM-51,vim51,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
mcr-1.20,mcr1.20,ncbi,MCR-1.3,mcr1.3,card,0.954,0.7142857142857143,0.8609251746577542,0.1466394603720399
mcr-1.20,mcr1.20,ncbi,mcr-1.14,mcr1.14,resfinder,1.0,0.7142857142857143,0.9227195571735056,0.20843384288779132
mcr-3.26,mcr3.26,ncbi,MCR-3.1,mcr3.1,card,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
blaOXA-935,oxa935,ncbi,OXA-14,oxa14,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-935,oxa935,ncbi,blaOXA-14,oxa14,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaVIM-67,vim67,ncbi,VIM-2,vim2,card,0.957,0.6,0.8649552430826946,0.2649552430826946
blaVIM-67,vim67,ncbi,blaVIM-2,vim2,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
blaOXA-894,oxa894,ncbi,OXA-48,oxa48,card,0.977,0.5,0.8918223659156299,0.3918223659156299
blaOXA-894,oxa894,ncbi,blaOXA-546,oxa546,resfinder,0.977,0.5,0.8918223659156299,0.3918223659156299
blaADC-196,adc196,ncbi,ADC-79,adc79,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-196,adc196,ncbi,blaADC-25,adc25,resfinder,0.955,0.5,0.8622685307994009,0.3622685307994009
blaCMY-167,cmy167,ncbi,CMY-16,cmy16,card,0.973,0.8333333333333334,0.8864489413490428,0.05311560801570947
blaCMY-167,cmy167,ncbi,blaCMY-16,cmy16,resfinder,0.973,0.8333333333333334,0.8864489413490428,0.05311560801570947
blaDHA-29,dha29,ncbi,DHA-1,dha1,card,0.95,0.6,0.8555517500911671,0.25555175009116715
blaDHA-29,dha29,ncbi,blaDHA-1,dha1,resfinder,0.95,0.6,0.8555517500911671,0.25555175009116715
blaIMP-81,imp81,ncbi,IMP-5,imp5,card,0.954,0.6,0.8609251746577542,0.2609251746577542
blaIMP-81,imp81,ncbi,blaIMP-5,imp5,resfinder,0.954,0.6,0.8609251746577542,0.2609251746577542
blaIMP-82,imp82,ncbi,IMP-9,imp9,card,0.98,0.6,0.8958524343405703,0.2958524343405703
blaIMP-82,imp82,ncbi,blaIMP-9,imp9,resfinder,0.98,0.6,0.8958524343405703,0.2958524343405703
blaIMP-84,imp84,ncbi,IMP-13,imp13,card,0.977,0.6,0.8918223659156299,0.29182236591562993
blaIMP-84,imp84,ncbi,blaIMP-13,imp13,resfinder,0.977,0.6,0.8918223659156299,0.29182236591562993
blaPDC-196,pdc196,ncbi,PDC-3,pdc3,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-334,pdc334,ncbi,PDC-3,pdc3,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-335,pdc335,ncbi,PDC-54,pdc54,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-338,pdc338,ncbi,PDC-8,pdc8,card,0.971,0.6666666666666667,0.8837622290657494,0.21709556239908268
blaPDC-339,pdc339,ncbi,PDC-65,pdc65,card,0.953,0.5,0.8595818185161075,0.3595818185161075
blaPDC-340,pdc340,ncbi,PDC-3,pdc3,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-342,pdc342,ncbi,PDC-41,pdc41,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-343,pdc343,ncbi,PDC-41,pdc41,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-344,pdc344,ncbi,PDC-41,pdc41,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaPDC-347,pdc347,ncbi,PDC-61,pdc61,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaPDC-349,pdc349,ncbi,PDC-10,pdc10,card,0.959,0.5,0.867641955365988,0.367641955365988
blaPDC-350,pdc350,ncbi,PDC-292,pdc292,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaPDC-351,pdc351,ncbi,PDC-1,pdc1,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-354,pdc354,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-355,pdc355,ncbi,PDC-3,pdc3,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-356,pdc356,ncbi,PDC-66,pdc66,card,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaPDC-357,pdc357,ncbi,PDC-11,pdc11,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-358,pdc358,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-359,pdc359,ncbi,PDC-69,pdc69,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-360,pdc360,ncbi,PDC-28,pdc28,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-362,pdc362,ncbi,PDC-69,pdc69,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-363,pdc363,ncbi,PDC-5,pdc5,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-365,pdc365,ncbi,PDC-56,pdc56,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaPDC-366,pdc366,ncbi,PDC-54,pdc54,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-368,pdc368,ncbi,PDC-3,pdc3,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaPDC-369,pdc369,ncbi,PDC-3,pdc3,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-370,pdc370,ncbi,PDC-11,pdc11,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-372,pdc372,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-373,pdc373,ncbi,PDC-11,pdc11,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-375,pdc375,ncbi,PDC-1,pdc1,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-377,pdc377,ncbi,PDC-393,pdc393,card,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaPDC-379,pdc379,ncbi,PDC-3,pdc3,card,0.95,0.6666666666666667,0.8555517500911671,0.1888850834245004
blaPDC-382,pdc382,ncbi,PDC-3,pdc3,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaPDC-383,pdc383,ncbi,PDC-19a,pdc19a,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaVIM-68,vim68,ncbi,VIM-1,vim1,card,0.955,0.6,0.8622685307994009,0.26226853079940093
blaVIM-68,vim68,ncbi,blaVIM-1,vim1,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
mcr-1.22,mcr1.22,ncbi,MCR-1.3,mcr1.3,card,0.953,0.7142857142857143,0.8595818185161075,0.14529610423039319
mcr-1.22,mcr1.22,ncbi,mcr-1.1,mcr1.1,resfinder,0.953,0.7142857142857143,0.8595818185161075,0.14529610423039319
qnrVC9,qnrvc9,ncbi,QnrVC7,qnrvc7,card,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
qnrVC9,qnrvc9,ncbi,qnrVC7,qnrvc7,resfinder,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
blaADC-197,adc197,ncbi,ADC-30,adc30,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-197,adc197,ncbi,blaADC-25,adc25,resfinder,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-198,adc198,ncbi,ADC-82,adc82,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-198,adc198,ncbi,blaADC-25,adc25,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaADC-200,adc200,ncbi,ADC-30,adc30,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaADC-200,adc200,ncbi,blaADC-25,adc25,resfinder,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaADC-201,adc201,ncbi,ADC-16,adc16,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-202,adc202,ncbi,ADC-18,adc18,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaADC-204,adc204,ncbi,ADC-79,adc79,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-204,adc204,ncbi,blaADC-25,adc25,resfinder,0.954,0.6666666666666667,0.8609251746577542,0.19425850799108746
blaADC-206,adc206,ncbi,ADC-21,adc21,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaADC-208,adc208,ncbi,ADC-16,adc16,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaADC-210,adc210,ncbi,ADC-16,adc16,card,0.972,0.6666666666666667,0.8851055852073961,0.2184389185407294
blaADC-211,adc211,ncbi,ADC-77,adc77,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-211,adc211,ncbi,blaADC-25,adc25,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaEBR-3,ebr3,ncbi,EBR-1 beta-lactamase,ebr1 betalactamase,card,0.971,0.16666666666666663,0.8837622290657494,0.7170955623990828
blaEBR-3,ebr3,ncbi,blaEBR-1,ebr1,resfinder,0.971,0.75,0.8837622290657494,0.13376222906574942
blaIMP-65,imp65,ncbi,IMP-14,imp14,card,0.972,0.6,0.8851055852073961,0.28510558520739615
blaIMP-65,imp65,ncbi,blaIMP-14,imp14,resfinder,0.972,0.6,0.8851055852073961,0.28510558520739615
blaOXA-839,oxa839,ncbi,OXA-114a,oxa114a,card,0.974,0.4285714285714286,0.8877922974906896,0.45922086891926095
blaOXA-839,oxa839,ncbi,blaOXA-114f,oxa114f,resfinder,0.977,0.4285714285714286,0.8918223659156299,0.4632509373442013
blaOXA-840,oxa840,ncbi,blaOXA-500,oxa500,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaOXA-841,oxa841,ncbi,OXA-270,oxa270,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-841,oxa841,ncbi,blaOXA-270,oxa270,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-843,oxa843,ncbi,OXA-270,oxa270,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-843,oxa843,ncbi,blaOXA-270,oxa270,resfinder,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-845,oxa845,ncbi,OXA-215,oxa215,card,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaOXA-845,oxa845,ncbi,blaOXA-215,oxa215,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaOXA-849,oxa849,ncbi,OXA-846,oxa846,card,0.982,0.8333333333333334,0.8985391466238637,0.06520581329053032
blaOXA-849,oxa849,ncbi,blaOXA-395,oxa395,resfinder,0.978,0.5,0.8931657220572766,0.3931657220572766
blaPDC-318,pdc318,ncbi,PDC-19a,pdc19a,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaPDC-320,pdc320,ncbi,PDC-3,pdc3,card,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaPDC-325,pdc325,ncbi,PDC-86,pdc86,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-326,pdc326,ncbi,PDC-292,pdc292,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaPDC-327,pdc327,ncbi,PDC-66,pdc66,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaPDC-328,pdc328,ncbi,PDC-3,pdc3,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-329,pdc329,ncbi,PDC-80,pdc80,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-330,pdc330,ncbi,PDC-69,pdc69,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-385,pdc385,ncbi,PDC-19a,pdc19a,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-386,pdc386,ncbi,PDC-55,pdc55,card,0.969,0.5,0.8810755167824558,0.38107551678245577
mcr-3.28,mcr3.28,ncbi,MCR-3.5,mcr3.5,card,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
mcr-3.28,mcr3.28,ncbi,mcr-3.19,mcr3.19,resfinder,0.968,0.7142857142857143,0.8797321606408091,0.16544644635509476
mcr-8.3,mcr8.3,ncbi,MCR-8.1,mcr8.1,card,0.965,0.8333333333333334,0.8757020922158687,0.04236875888253533
mcr-8.3,mcr8.3,ncbi,mcr-8,mcr8,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaACT-73,act73,ncbi,ACT-17,act17,card,0.976,0.6,0.8904790097739832,0.2904790097739832
blaACT-73,act73,ncbi,blaACT-7,act7,resfinder,0.975,0.8,0.8891356536323365,0.08913565363233644
blaIMP-85,imp85,ncbi,IMP-5,imp5,card,0.977,0.8,0.8918223659156299,0.09182236591562987
blaIMP-85,imp85,ncbi,blaIMP-5,imp5,resfinder,0.977,0.8,0.8918223659156299,0.09182236591562987
blaOXA-852,oxa852,ncbi,OXA-375,oxa375,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-852,oxa852,ncbi,blaOXA-375,oxa375,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-857,oxa857,ncbi,OXA-413,oxa413,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-857,oxa857,ncbi,blaOXA-413,oxa413,resfinder,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-858,oxa858,ncbi,OXA-106,oxa106,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-858,oxa858,ncbi,blaOXA-106,oxa106,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-859,oxa859,ncbi,OXA-338,oxa338,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-859,oxa859,ncbi,blaOXA-338,oxa338,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-860,oxa860,ncbi,OXA-344,oxa344,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-860,oxa860,ncbi,blaOXA-344,oxa344,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-861,oxa861,ncbi,OXA-413,oxa413,card,0.956,0.5,0.8636118869410478,0.36361188694104785
blaOXA-861,oxa861,ncbi,blaOXA-413,oxa413,resfinder,0.956,0.5,0.8636118869410478,0.36361188694104785
blaOXA-862,oxa862,ncbi,OXA-120,oxa120,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-862,oxa862,ncbi,blaOXA-120,oxa120,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-863,oxa863,ncbi,OXA-259,oxa259,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-863,oxa863,ncbi,blaOXA-532,oxa532,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-864,oxa864,ncbi,OXA-51,oxa51,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-864,oxa864,ncbi,blaOXA-51,oxa51,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-865,oxa865,ncbi,OXA-341,oxa341,card,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-865,oxa865,ncbi,blaOXA-532,oxa532,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-866,oxa866,ncbi,OXA-71,oxa71,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-866,oxa866,ncbi,blaOXA-558,oxa558,resfinder,0.964,0.5,0.874358736074222,0.374358736074222
blaOXA-867,oxa867,ncbi,OXA-91,oxa91,card,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-867,oxa867,ncbi,blaOXA-91,oxa91,resfinder,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-868,oxa868,ncbi,OXA-69,oxa69,card,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaOXA-868,oxa868,ncbi,blaOXA-69,oxa69,resfinder,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaOXA-869,oxa869,ncbi,OXA-65,oxa65,card,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaOXA-869,oxa869,ncbi,blaOXA-65,oxa65,resfinder,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaOXA-871,oxa871,ncbi,OXA-65,oxa65,card,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-871,oxa871,ncbi,blaOXA-65,oxa65,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-872,oxa872,ncbi,OXA-89,oxa89,card,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaOXA-872,oxa872,ncbi,blaOXA-89,oxa89,resfinder,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaOXA-873,oxa873,ncbi,OXA-208,oxa208,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-873,oxa873,ncbi,blaOXA-208,oxa208,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-874,oxa874,ncbi,OXA-100,oxa100,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-874,oxa874,ncbi,blaOXA-100,oxa100,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-875,oxa875,ncbi,OXA-67,oxa67,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaOXA-875,oxa875,ncbi,blaOXA-67,oxa67,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaOXA-877,oxa877,ncbi,OXA-90,oxa90,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-877,oxa877,ncbi,blaOXA-90,oxa90,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-879,oxa879,ncbi,OXA-67,oxa67,card,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaOXA-879,oxa879,ncbi,blaOXA-67,oxa67,resfinder,0.962,0.6666666666666667,0.8716720237909283,0.2050053571242616
blaOXA-880,oxa880,ncbi,OXA-51,oxa51,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-880,oxa880,ncbi,blaOXA-51,oxa51,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-881,oxa881,ncbi,OXA-104,oxa104,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaOXA-881,oxa881,ncbi,blaOXA-104,oxa104,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaOXA-882,oxa882,ncbi,OXA-65,oxa65,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-882,oxa882,ncbi,blaOXA-65,oxa65,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-883,oxa883,ncbi,OXA-70,oxa70,card,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-883,oxa883,ncbi,blaOXA-70,oxa70,resfinder,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-884,oxa884,ncbi,OXA-341,oxa341,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-884,oxa884,ncbi,blaOXA-341,oxa341,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-885,oxa885,ncbi,OXA-208,oxa208,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-885,oxa885,ncbi,blaOXA-208,oxa208,resfinder,0.96,0.5,0.8689853115076349,0.3689853115076349
blaOXA-886,oxa886,ncbi,OXA-51,oxa51,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-886,oxa886,ncbi,blaOXA-400,oxa400,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-887,oxa887,ncbi,OXA-106,oxa106,card,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-887,oxa887,ncbi,blaOXA-106,oxa106,resfinder,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-888,oxa888,ncbi,OXA-429,oxa429,card,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-888,oxa888,ncbi,blaOXA-429,oxa429,resfinder,0.958,0.5,0.8662985992243413,0.36629859922434127
blaOXA-889,oxa889,ncbi,OXA-65,oxa65,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-889,oxa889,ncbi,blaOXA-65,oxa65,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-890,oxa890,ncbi,OXA-71,oxa71,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-890,oxa890,ncbi,blaOXA-71,oxa71,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-892,oxa892,ncbi,OXA-65,oxa65,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-892,oxa892,ncbi,blaOXA-65,oxa65,resfinder,0.963,0.5,0.8730153799325753,0.3730153799325753
blaPDC-387,pdc387,ncbi,PDC-19a,pdc19a,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-388,pdc388,ncbi,PDC-3,pdc3,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaACT-86,act86,ncbi,ACT-33,act33,card,0.967,0.6,0.8783888044991623,0.27838880449916237
blaACT-86,act86,ncbi,blaACT-7,act7,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
blaACT-85,act85,ncbi,ACT-33,act33,card,0.963,0.6,0.8730153799325753,0.2730153799325753
blaACT-85,act85,ncbi,blaACT-7,act7,resfinder,0.963,0.6,0.8730153799325753,0.2730153799325753
blaADC-221,adc221,ncbi,ADC-41,adc41,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaCMH-6,cmh6,ncbi,CMH-1,cmh1,card,0.959,0.75,0.867641955365988,0.11764195536598798
blaCMH-6,cmh6,ncbi,blaCMH-3,cmh3,resfinder,0.966,0.75,0.8770454483575154,0.1270454483575154
blaCMY-168,cmy168,ncbi,CMY-48,cmy48,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaCMY-168,cmy168,ncbi,blaCMY-48,cmy48,resfinder,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaCMY-169,cmy169,ncbi,CMY-48,cmy48,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaCMY-169,cmy169,ncbi,blaCMY-48,cmy48,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaCMY-170,cmy170,ncbi,CMY-48,cmy48,card,0.973,0.5,0.8864489413490428,0.38644894134904284
blaCMY-170,cmy170,ncbi,blaCMY-48,cmy48,resfinder,0.973,0.5,0.8864489413490428,0.38644894134904284
blaMOX-14,mox14,ncbi,CMY-10,cmy10,card,0.958,0.19999999999999996,0.8662985992243413,0.6662985992243413
blaMOX-14,mox14,ncbi,blaCMY-10,cmy10,resfinder,0.958,0.19999999999999996,0.8662985992243413,0.6662985992243413
blaNDM-26,ndm26,ncbi,NDM-5,ndm5,card,0.953,0.6,0.8595818185161075,0.2595818185161075
blaNDM-26,ndm26,ncbi,blaNDM-5,ndm5,resfinder,0.953,0.6,0.8595818185161075,0.2595818185161075
blaOXA-896,oxa896,ncbi,OXA-9,oxa9,card,0.974,0.6666666666666667,0.8877922974906896,0.2211256308240228
blaOXA-896,oxa896,ncbi,blaOXA-9,oxa9,resfinder,0.974,0.6666666666666667,0.8877922974906896,0.2211256308240228
blaVEB-23,veb23,ncbi,VEB-1b,veb1b,card,0.951,0.6,0.8568951062328138,0.25689510623281386
blaADC-234,adc234,ncbi,ADC-5,adc5,card,0.964,0.5,0.874358736074222,0.374358736074222
aac(6')-Ib-cr11,aac6'ibcr11,ncbi,AAC(6')-Ib-cr5,aac6'ibcr5,card,0.971,0.8181818181818181,0.8837622290657494,0.0655804108839313
aac(6')-Ib-cr11,aac6'ibcr11,ncbi,aac(6')-Ib-cr,aac6'ibcr,resfinder,0.968,0.8181818181818181,0.8797321606408091,0.061550342458990936
blaADC-225,adc225,ncbi,ADC-62,adc62,card,0.951,0.6666666666666667,0.8568951062328138,0.1902284395661471
blaADC-225,adc225,ncbi,blaADC-25,adc25,resfinder,0.955,0.8333333333333334,0.8622685307994009,0.02893519746606754
blaADC-227,adc227,ncbi,ADC-62,adc62,card,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaADC-227,adc227,ncbi,blaADC-25,adc25,resfinder,0.952,0.6666666666666667,0.8582384623744608,0.19157179570779403
blaADC-228,adc228,ncbi,ADC-62,adc62,card,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaADC-228,adc228,ncbi,blaADC-25,adc25,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaADC-229,adc229,ncbi,ADC-73,adc73,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaADC-229,adc229,ncbi,blaADC-25,adc25,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-230,adc230,ncbi,ADC-159,adc159,card,0.952,0.5,0.8582384623744608,0.3582384623744608
blaADC-231,adc231,ncbi,ADC-25,adc25,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-231,adc231,ncbi,blaADC-25,adc25,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaVEB-25,veb25,ncbi,VEB-1,veb1,card,0.95,0.6,0.8555517500911671,0.25555175009116715
mcr-1.25,mcr1.25,ncbi,MCR-1.3,mcr1.3,card,0.952,0.7142857142857143,0.8582384623744608,0.14395274808874647
mcr-1.25,mcr1.25,ncbi,mcr-1.1,mcr1.1,resfinder,0.952,0.7142857142857143,0.8582384623744608,0.14395274808874647
blaOXA-917,oxa917,ncbi,OXA-427,oxa427,card,0.974,0.6666666666666667,0.8877922974906896,0.2211256308240228
blaOXA-917,oxa917,ncbi,blaOXA-427,oxa427,resfinder,0.974,0.6666666666666667,0.8877922974906896,0.2211256308240228
blaOXA-909,oxa909,ncbi,OXA-69,oxa69,card,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
