id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
WP_281082899.1	ncbi	blaOKP-D-3	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-D-3	ARO3006153	OKP-D-1	OWH	0.917	1.0	is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM						
WP_281441144.1	ncbi	blaOXA-1203	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-10 family class D beta-lactamase OXA-1203	ARO3008615	OXA-1203	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM, is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-101	blaOXA-101	OWH	0.95	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN
WP_281461078.1	ncbi	blaCMY-186	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-186	ARO3008122	CMY-186	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	blaCMY-16	blaCMY-16	OWH	0.971	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_282279110.1	ncbi	blaOKP-A-28	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-A-28	ARO3006141	OKP-A-17	OWH	0.933	1.0	is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOKP-A-11	blaOKP-A-11	OWH	0.933	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_283624015.1	ncbi	blaDHA-30	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase DHA-30	ARO3008168	DHA-30	RBH	1.0	1.0	is_a: ARO:3000068:DHA beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaDHA-16	blaDHA-16	OWH	0.954	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_284495840.1	ncbi	blaOXA-1206	phenotype: confers resistance to subclass: CARBAPENEM, product: carbapenem-hydrolyzing class D beta-lactamase OXA-1206	ARO3008618	OXA-1206	RBH	1.0	1.0	is_a: ARO:3000017:OXA beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN						
WP_284957973.1	ncbi	qnrB84	phenotype: confers resistance to subclass: QUINOLONE, product: quinolone resistance pentapeptide repeat protein QnrB84	ARO3002781	QnrB69	OWH	0.986	1.0	PMID: ['24247140'], additional_phenotype: confers resistance to drug class: FLUOROQUINOLONE ANTIBIOTIC, is_a: ARO:3000419:quinolone resistance protein (qnr), phenotype: confers resistance to antibiotic: CIPROFLOXACIN,  GATIFLOXACIN,  LEVOFLOXACIN,  MOXIFLOXACIN,  NALIDIXIC ACID,  NORFLOXACIN,  SPARFLOXACIN	qnrB69	qnrB69	OWH	0.986	1.0	phenotype: confers resistance to: CIPROFLOXACIN
WP_285200880.1	ncbi	blaLEN-146	phenotype: confers resistance to subclass: BETA-LACTAM, product: class A beta-lactamase LEN-146	ARO3004840	LEN-34	OWH	0.945	1.0	is_a: ARO:3000097:LEN beta-lactamase, phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM	blaLEN16	blaLEN16	OWH	0.943	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEPHALOTHIN, PIPERACILLIN, TICARCILLIN
WP_285228448.1	ncbi	blaKPC-261	phenotype: confers resistance to subclass: CARBAPENEM, product: inhibitor-resistant class A beta-lactamase KPC-261	ARO3008293	KPC-167	OWH	0.935	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-33	blaKPC-33	OWH	0.928	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_285612974.1	ncbi	blaOKP-B-31	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-B-31	ARO3002453	OKP-B-20	OWH	0.936	1.0	PMID: ['19128913'], is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOKP-B-5	blaOKP-B-5	OWH	0.935	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_285798245.1	ncbi	blaIMP-100	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B1 metallo-beta-lactamase IMP-100	ARO3008215	IMP-100	RBH	1.0	1.0	is_a: ARO:3000020:IMP beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaIMP-74	blaIMP-74	OWH	0.928	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_285924746.1	ncbi	blaOXY-1-35	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-1-35	ARO3002390	OXY-1-2	OWH	0.931	1.0	PMID: ['16048960'], is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaOXY-1-2	blaOXY-1-2	OWH	0.931	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_286129215.1	ncbi	blaOKP-A-62	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-A-62	ARO3002422	OKP-A-5	OWH	0.927	1.0	PMID: ['16304190'], is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOKP-A-5	blaOKP-A-5	OWH	0.927	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_287855204.1	ncbi	blaOXY-8-4	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-8-4	ARO3008818	OXY-8-2	OWH	0.938	1.0	is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM						
WP_288465228.1	ncbi	blaOKP-B-84	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-B-84	ARO3006151	OKP-B-45	OWH	0.936	1.0	is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOKP-B-17	blaOKP-B-17	OWH	0.935	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_289811733.1	ncbi	tetB(60)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux ABC transporter Tet(60) subunit B	ARO3004036	tetB(60)	RBH	0.922	1.0	PMID: ['27999567'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance	tetB(60)	tetB(60)	RBH	0.922	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE, TIGECYCLINE
WP_289811734.1	ncbi	tetA(60)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux ABC transporter Tet(60) subunit A	ARO3004035	tetA(60)	RBH	0.977	1.0	PMID: ['27999567'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance	tetA(60)	tetA(60)	RBH	0.977	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE, TIGECYCLINE
WP_290468344.1	ncbi	dfrL	phenotype: confers resistance to subclass: TRIMETHOPRIM, product: trimethoprim-resistant dihydrofolate reductase DfrL	ARO3007456	dfrL	RBH	1.0	0.9119170984455959	PMID: ['36935372'], additional_phenotype: confers resistance to drug class: DIAMINOPYRIMIDINE ANTIBIOTIC, is_a: ARO:3001218:trimethoprim resistant dihydrofolate reductase dfr, phenotype: confers resistance to antibiotic: ICLAPRIM,  STREPTOMYCIN,  TETRACYCLINE,  TOBRAMYCIN,  TRIMETHOPRIM						
WP_290468345.1	ncbi	blaADC-335	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-335	ARO3008045	ADC-335	RBH	1.0	1.0	is_a: ARO:3005460:ADC beta-lactamases pending classification for carbapenemase activity, phenotype: confers resistance to drug class: CEPHALOSPORIN						
WP_290468346.1	ncbi	blaCTX-M-262	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-262	ARO3008151	CTX-M-262	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-15	blaCTX-M-15	OWH	0.917	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_290468347.1	ncbi	blaCTX-M-263	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-263	ARO3008152	CTX-M-263	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-15	blaCTX-M-15	OWH	0.91	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_290468348.1	ncbi	blaCTX-M-264	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-264	ARO3008153	CTX-M-264	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-15	blaCTX-M-15	OWH	0.91	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_290468349.1	ncbi	blaCTX-M-265	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-265	ARO3008154	CTX-M-265	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-15	blaCTX-M-15	OWH	0.911	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_290468350.1	ncbi	blaGES-59	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class A beta-lactamase GES-59	ARO3008186	GES-59	RBH	1.0	1.0	is_a: ARO:3000066:GES beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaGES-2	blaGES-2	OWH	0.911	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, TICARCILLIN
WP_290468351.1	ncbi	blaKPC-124	phenotype: confers resistance to subclass: CARBAPENEM, product: inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-124	ARO3008253	KPC-124	RBH	1.0	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-6	blaKPC-6	OWH	0.925	1.006872852233677	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_290468352.1	ncbi	blaKPC-129	phenotype: confers resistance to subclass: CARBAPENEM, product: class A beta-lactamase KPC-129	ARO3008257	KPC-129	RBH	1.0	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-34	blaKPC-34	OWH	0.925	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_290468353.1	ncbi	blaKPC-178	phenotype: confers resistance to subclass: CARBAPENEM, product: inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-178	ARO3008304	KPC-178	RBH	1.0	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-7	blaKPC-7	OWH	0.94	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_290468354.1	ncbi	blaKPC-179	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended-spectrum class A beta-lactamase KPC-179	ARO3008305	KPC-179	RBH	1.0	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-6	blaKPC-6	OWH	0.935	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_290468355.1	ncbi	blaKPC-180	phenotype: confers resistance to subclass: CARBAPENEM, product: inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-180	ARO3008306	KPC-180	RBH	1.0	1.0	is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaKPC-18	blaKPC-18	OWH	0.947	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_290468356.1	ncbi	blaNDM-58	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B1 metallo-beta-lactamase NDM-58	ARO3008406	NDM-58	RBH	1.0	1.0	is_a: ARO:3000057:NDM beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaNDM-58	blaNDM-58	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_290468357.1	ncbi	blaNDM-60	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B1 metallo-beta-lactamase NDM-60	ARO3008407	NDM-60	RBH	1.0	1.0	is_a: ARO:3000057:NDM beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaNDM-60	blaNDM-60	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_290468358.1	ncbi	blaOXA-1200	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-48 family class D beta-lactamase OXA-1200	ARO3008612	OXA-1200	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-163	blaOXA-163	OWH	0.976	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_290468359.1	ncbi	blaOXA-1201	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-48 family class D beta-lactamase OXA-1201	ARO3008613	OXA-1201	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-232	blaOXA-232	OWH	0.978	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_290468360.1	ncbi	blaOXA-1202	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-10 family class D beta-lactamase OXA-1202	ARO3008614	OXA-1202	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM, is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-101	blaOXA-101	OWH	0.949	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN
WP_290468361.1	ncbi	blaOXA-1205	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-1205	ARO3008617	OXA-1205	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-232	blaOXA-232	OWH	0.975	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_290468362.1	ncbi	blaOXA-1207	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-1207	ARO3008619	OXA-1207	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-484	blaOXA-484	OWH	0.977	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_290468363.1	ncbi	blaOXA-1208	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1208	ARO3008620	OXA-1208	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007705:OXA-211-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN						
WP_290468364.1	ncbi	blaPDC-553	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-553	ARO3008900	PDC-553	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.953	1.0050632911392405	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_290468365.1	ncbi	blaPSZ-1	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase PSZ-1	ARO3007648	PSZ-1	RBH	1.0	1.0	PMID: ['37529328'], additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM, is_a: ARO:3007647:PSZ beta-lactamase, phenotype: confers resistance to antibiotic: AMOXICILLIN,  AMPICILLIN,  BENZYLPENICILLIN,  CEFALOTIN,  CEFAZOLIN,  CEFOXITIN						
WP_290468366.1	ncbi	mcr-1.35	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-1.35	ARO3003689	MCR-1.1	OWH	0.954	1.0	PMID: ['26603172'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	mcr-1.35	mcr-1.35	RBH	1.0	1.0	phenotype: confers resistance to: COLISTIN
WP_301426151.1	ncbi	blaOXA-1326	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-1326	ARO3001493	OXA-225	OWH	0.962	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-225	blaOXA-225	OWH	0.962	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_302024834.1	ncbi	blaOKP-A-40	phenotype: confers resistance to subclass: BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-A-40	ARO3002429	OKP-A-12	OWH	0.917	1.0	PMID: ['19128913'], is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaOKP-A-12	blaOKP-A-12	OWH	0.917	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_302732865.1	ncbi	blaOXY-2-60	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-2-60	ARO3002406	OXY-2-11	OWH	0.934	1.0	is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaOXY-2-6	blaOXY-2-6	OWH	0.933	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_304256778.1	ncbi	blaOXY-8-7	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-8-7	ARO3008786	OXY-12-1	OWH	0.94	1.0	is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM						
WP_304394103.1	ncbi	blaOXA-1340	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1340	ARO3001685	OXA-314	OWH	0.963	1.0	PMID: ['24247131'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-314	blaOXA-314	OWH	0.963	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_304394453.1	ncbi	blaADC-381	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-381	ARO3007978	ADC-262	RBH	0.997	1.0	is_a: ARO:3005460:ADC beta-lactamases pending classification for carbapenemase activity, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaADC-25	blaADC-25	OWH	0.962	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_304486997.1	ncbi	blaADC-337	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-337	ARO3008047	ADC-337	RBH	1.0	1.0	is_a: ARO:3005460:ADC beta-lactamases pending classification for carbapenemase activity, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaADC-25	blaADC-25	OWH	0.958	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_304486998.1	ncbi	blaBIC-2	phenotype: confers resistance to subclass: CARBAPENEM, product: carbapenem-hydrolyzing class A beta-lactamase BIC-2	ARO3008080	BIC-2	RBH	1.0	1.0	is_a: ARO:3004752:BIC Beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM	blaBIC-2	blaBIC-2	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, IMIPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
