id	database	name	metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
ARO:3005508	card	VIM-60	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_114699277.1	blaVIM-60	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-60	blaVIM-24	blaVIM-24	OWH	0.952	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005509	card	VIM-61	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_123002103.1	blaVIM-61	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-61	blaVIM-7	blaVIM-7	OWH	0.954	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005510	card	VIM-62	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_128268287.1	blaVIM-62	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-62	blaVIM-2	blaVIM-2	OWH	0.954	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005511	card	VIM-63	additional_phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam, is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,cefepime,cefotaxime,ceftazidime,ertapenem,faropenem,imipenem,meropenem	WP_136512108.1	blaVIM-63	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-63	blaVIM-2	blaVIM-2	OWH	0.957	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005512	card	VIM-64	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_140423327.1	blaVIM-64	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-64	blaVIM-1	blaVIM-1	OWH	0.953	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005513	card	VIM-65	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_140423328.1	blaVIM-65	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-65	blaVIM-51	blaVIM-51	OWH	0.957	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005514	card	VIM-66	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_136512109.1	blaVIM-66	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-66	blaVIM-24	blaVIM-24	OWH	0.948	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005515	card	VIM-67	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_142875125.1	blaVIM-67	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-67	blaVIM-2	blaVIM-2	OWH	0.957	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005516	card	VIM-68	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_148044476.1	blaVIM-68	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-68	blaVIM-1	blaVIM-1	OWH	0.955	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005517	card	VIM-69	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_130202201.1	blaVIM-69	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-69	blaVIM-7	blaVIM-7	OWH	0.943	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005518	card	VIM-70	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_164461303.1	blaVIM-70	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-70	blaVIM-1	blaVIM-1	OWH	0.954	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005519	card	VIM-71	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_179284394.1	blaVIM-71	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-71						
ARO:3005520	card	VIM-72	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_188331881.1	blaVIM-72	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-72	blaVIM-2	blaVIM-2	OWH	0.954	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3005521	card	VIM-73	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_188331882.1	blaVIM-73	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-73	blaVIM-2	blaVIM-2	OWH	0.952	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3007005	card	YEM-1	additional_phenotype: confers resistance to drug class: carbapenem, is_a: ARO:3005457:YEM beta-lactamase, phenotype: confers resistance to antibiotic: imipenem	WP_004874166.1	blaYEM-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B2 metallo-beta-lactamase YEM-1						
ARO:3007006	card	ZOG-1	is_a: ARO:3005458:ZOG beta-lactamase, phenotype: confers resistance to drug class: carbapenem	WP_013992183.1	blaZOG-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase ZOG-1						
ARO:3007010	card	norC	PMID: ['23929475', '16495280'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump												
ARO:3007274	card	MCR-10.5	additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_242934127.1	mcr-10.5	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-10.5	mcr-10.5	mcr-10.5	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3007275	card	MCR-10.3	additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_208584627.1	mcr-10.3	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-10.3	mcr-10.3	mcr-10.3	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3007011	card	mdeA	PMID: ['23462018'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: acriflavine,ampicillin,ciprofloxacin,kanamycin A,nalidixic acid,oxacillin,tetracycline												
ARO:3007013	card	sdrM	PMID: ['16508166'], additional_phenotype: confers resistance to drug class: disinfecting agents and antiseptics, is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: norfloxacin												
ARO:3007017	card	SHD-1	PMID: ['29020980'], is_a: ARO:3007016:SHD beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin	WP_011495276.1	blaSHD-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase SHD-1						
ARO:3007019	card	fexB	PMID: ['22096043'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: florfenicol	WP_002415211.1	fexB	RBH	1.0	1.0	phenotype: confers resistance to subclass CHLORAMPHENICOL/FLORFENICOL, product: chloramphenicol/florfenicol efflux MFS transporter FexB	fexB	fexB	RBH	1.0	1.0	phenotype: confers resistance to Chloramphenicol, Florfenicol
ARO:3007023	card	NDM-33	PMID: ['34643418'], additional_phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam, is_a: ARO:3000057:NDM beta-lactamase, phenotype: confers resistance to antibiotic: ceftazidime,ciprofloxacin	WP_224452742.1	blaNDM-33	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase NDM-33	blaNDM-5	blaNDM-5	OWH	0.954	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
ARO:3004452	card	Alkalihalobacillus clausii chloramphenicol acetyltransferase	PMID: ['19459958'], additional_phenotype: confers resistance to drug class: phenicol antibiotic, is_a: ARO:3000122:chloramphenicol acetyltransferase (CAT), phenotype: confers resistance to antibiotic: chloramphenicol												
ARO:3002671	card	Limosilactobacillus reuteri cat-TC	PMID: ['8954883'], additional_phenotype: confers resistance to drug class: phenicol antibiotic, is_a: ARO:3000122:chloramphenicol acetyltransferase (CAT), phenotype: confers resistance to antibiotic: azidamfenicol,chloramphenicol,thiamphenicol	WP_032488880.1	cat-TC	RBH	1.0	1.0	phenotype: confers resistance to subclass CHLORAMPHENICOL, product: type A-9 chloramphenicol O-acetyltransferase Cat-TC	cat(pC194)	cat(pC194)	OWH	0.992	1.0	phenotype: confers resistance to Chloramphenicol
ARO:3002955	card	vanY gene in vanA cluster	PMID: ['8380148', '16323116'], is_a: ARO:3000077:vanY, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_001812592.1	vanY-A	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: D-Ala-D-Ala carboxypeptidase VanY-A	-	-	-	-	-	-
ARO:3002966	card	vanXY gene in vanC cluster	PMID: ['16323116', '10564477'], is_a: ARO:3000496:vanXY, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_003126779.1	vanXY-C	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C	-	-	-	-	-	-
ARO:3002942	card	vanH gene in vanA cluster	PMID: ['8380148', '16323116'], is_a: ARO:3000006:vanH, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_001059542.1	vanH-A	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: D-lactate dehydrogenase VanH-A						
ARO:3002949	card	vanX gene in vanA cluster	PMID: ['8380148', '16323116'], is_a: ARO:3000011:vanX, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_000402347.1	vanX-A	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: D-Ala-D-Ala dipeptidase VanX-A	-	-	-	-	-	-
ARO:3003565	card	R39	PMID: ['2515104'], is_a: ARO:3004198:R39 beta-lactamase, phenotype: confers resistance to drug class: penicillin beta-lactam	WP_063842896.1	blaR39	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: class A beta-lactamase						
ARO:3002932	card	vanS gene in vanB cluster	PMID: ['8631706', '16323116'], is_a: ARO:3000071:vanS, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_012579101.1	vanS-B	RBH	0.957	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: vancomycin resistance histidine kinase VanS-B	-	-	-	-	-	-
ARO:3002943	card	vanH gene in vanB cluster	PMID: ['8631706', '16323116'], is_a: ARO:3000006:vanH, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_002317268.1	vanH-B	RBH	0.941	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: D-lactate dehydrogenase VanH-B						
ARO:3002924	card	vanR gene in vanE cluster	PMID: ['12019119'], is_a: ARO:3000574:vanR, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_063856718.1	vanR-E	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: vancomycin resistance response regulator transcription factor VanR-E	-	-	-	-	-	-
ARO:3002970	card	vanT gene in vanC cluster	PMID: ['10209740', '16323116'], is_a: ARO:3000372:vanT, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_003126777.1	vanT-C	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: membrane-bound serine racemase VanT-C	-	-	-	-	-	-
ARO:3002964	card	vanW gene in vanB cluster	PMID: ['8631706', '16323116'], is_a: ARO:3000002:vanW, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_010815683.1	vanW-B	RBH	0.93	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: glycopeptide resistance accessory protein VanW-B	-	-	-	-	-	-
ARO:3001308	card	vgbB	PMID: ['18341294'], additional_phenotype: confers resistance to drug class: streptogramin antibiotic, is_a: ARO:3000376:streptogramin vgb lyase, phenotype: confers resistance to antibiotic: ostreogrycin B3,patricin A,patricin B,pristinamycin IA,pristinamycin IB,pristinamycin IC,quinupristin,vernamycin C,virginiamycin S2	WP_032489341.1	vgb(B)	RBH	1.0	1.0	phenotype: confers resistance to subclass STREPTOGRAMIN, product: streptogramin B lyase Vgb(B)	vgb(B)	vgb(B)	RBH	1.0	1.0	phenotype: confers resistance to Quinupristin, Pristinamycin IA, Virginiamycin S
ARO:3002971	card	vanT gene in vanE cluster	PMID: ['12019119'], is_a: ARO:3000372:vanT, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_063856753.1	vanT-E	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: membrane-bound serine racemase VanT-E	-	-	-	-	-	-
ARO:3002957	card	vanY gene in vanD cluster	PMID: ['12499162', '16323116'], is_a: ARO:3000077:vanY, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_063856881.1	vanY-D	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D	-	-	-	-	-	-
ARO:3001307	card	vgbA	PMID: ['15734650', '17563376', '11467949'], additional_phenotype: confers resistance to drug class: streptogramin antibiotic, is_a: ARO:3000376:streptogramin vgb lyase, phenotype: confers resistance to antibiotic: ostreogrycin B3,patricin A,patricin B,pristinamycin IA,pristinamycin IB,pristinamycin IC,quinupristin,vernamycin C,virginiamycin S2	WP_032489636.1	vgb(A)	RBH	1.0	1.0	phenotype: confers resistance to subclass STREPTOGRAMIN, product: streptogramin B lyase Vgb(A)	vgb(A)	vgb(A)	RBH	1.0	1.0	phenotype: confers resistance to Quinupristin, Pristinamycin IA, Virginiamycin S
ARO:3000808	card	MexI	PMID: ['12917802', '15817779'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance												
ARO:3002963	card	vanZ gene in vanF cluster	PMID: ['15980329'], is_a: ARO:3000116:vanZ, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_006285585.1	vanZ-F	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: glycopeptide resistance protein VanZ-F	-	-	-	-	-	-
ARO:3000847	card	KHM-1	PMID: ['18765691'], is_a: ARO:3004207:KHM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_032492430.1	blaKHM-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase KHM-1	blaKHM-1	blaKHM-1	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3002936	card	vanS gene in vanF cluster	PMID: ['15980329'], is_a: ARO:3000071:vanS, phenotype: confers resistance to drug class: glycopeptide antibiotic	WP_006285582.1	vanS-F	RBH	1.0	1.0	phenotype: confers resistance to subclass VANCOMYCIN, product: vancomycin resistance histidine kinase VanS-F	-	-	-	-	-	-
ARO:3003689	card	MCR-1.1	PMID: ['26603172'], additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_049589868.1	mcr-1.1	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-1.1	mcr-1.1	mcr-1.1	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3001744	card	OXA-289	PMID: ['24277043'], is_a: ARO:3000017:OXA beta-lactamase, phenotype: confers resistance to antibiotic: oxacillin	WP_081400730.1	blaOXA-289	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: class D beta-lactamase OXA-289	blaOXA-289	blaOXA-289	RBH	1.0	0.9498207885304659	phenotype: confers resistance to Unknown Beta-lactam
ARO:3003730	card	Bifidobacterium bifidum ileS conferring resistance to mupirocin	PMID: ['21421794'], additional_phenotype: confers resistance to drug class: mupirocin-like antibiotic, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: mupirocin												
ARO:3000510	card	Staphylococcus aureus mupB conferring resistance to mupirocin	PMID: ['22252810'], additional_phenotype: confers resistance to drug class: mupirocin-like antibiotic, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: mupirocin	WP_063854488.1	mupB	RBH	1.0	1.0	phenotype: confers resistance to subclass MUPIROCIN, product: mupirocin-resistant isoleucine--tRNA ligase MupB	mupB	mupB	RBH	0.999	1.0	phenotype: confers resistance to Mupirocin
ARO:3000521	card	Staphylococcus aureus mupA conferring resistance to mupirocin	PMID: ['11599741', '8067768', '21421794'], additional_phenotype: confers resistance to drug class: mupirocin-like antibiotic, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: mupirocin	WP_000163435.1	mupA	RBH	0.996	1.0	phenotype: confers resistance to subclass MUPIROCIN, product: mupirocin-resistant isoleucine--tRNA ligase MupA	mupA	mupA	RBH	0.995	1.0	phenotype: confers resistance to Mupirocin
ARO:3003796	card	Acinetobacter baumannii ampC beta-lactamase	PMID: ['21304033'], additional_phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam, is_a: ARO:3004232:ampC-type beta-lactamase, phenotype: confers resistance to antibiotic: cefepime,piperacillin	WP_001211205.1	blaADC-11	OWH	0.972	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-11	blaADC-25	blaADC-25	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3003894	card	Rm3	PMID: ['27431213'], is_a: ARO:3004225:Rm3 family beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_071766622.1	blaRm3	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B3 metallo-beta-lactamase Rm3						
ARO:3007276	card	MCR-10.4	additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_208595319.1	mcr-10.4	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-10.4	mcr-10.4	mcr-10.4	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3007277	card	MCR-10.2	additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_208557566.1	mcr-10.2	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-10.2	mcr-10.2	mcr-10.2	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3003971	card	Erm(44)v	PMID: ['27799208'], additional_phenotype: confers resistance to drug class: lincosamide antibiotic,macrolide antibiotic,streptogramin antibiotic, is_a: ARO:3000560:Erm 23S ribosomal RNA methyltransferase, phenotype: confers resistance to antibiotic: clindamycin,erythromycin	WP_063844521.1	erm(44)	RBH	1.0	1.0	phenotype: confers resistance to subclass CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN, product: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44)	erm(44)	erm(44)	RBH	1.0	1.0	phenotype: confers resistance to Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
ARO:3003952	card	YojI	PMID: ['15866933'], is_a: ARO:0010001:ATP-binding cassette (ABC) antibiotic efflux pump, phenotype: confers resistance to antibiotic: microcin J25												
ARO:3003981	card	tetB(58)	PMID: ['27929110'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: tetracycline	WP_071223302.1	tetB(58)	RBH	1.0	1.0	phenotype: confers resistance to subclass TETRACYCLINE, product: tetracycline efflux ABC transporter Tet(58) subunit B	-	-	-	-	-	-
ARO:3002312	card	KPC-2	PMID: ['17261621', '12615876'], is_a: ARO:3000059:KPC beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,monobactam,penicillin beta-lactam	WP_004199234.1	blaKPC-2	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: carbapenem-hydrolyzing class A beta-lactamase KPC-2	blaKPC-2	blaKPC-2	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3007451	card	TEM-247	additional_phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,ceftazidime	WP_256875635.1	blaTEM-247	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: class A beta-lactamase TEM-247	blaTEM-1A	blaTEM-1A	OWH	0.955	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
ARO:3004092	card	HMB-1	PMID: ['28065891'], is_a: ARO:3004209:HMB beta-lactamase, phenotype: confers resistance to drug class: carbapenem	WP_063978070.1	blaHMB-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase HMB-1						
ARO:3004110	card	MCR-2.1	PMID: ['30053115', '28487432', '27416987'], additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_065419574.1	mcr-2.1	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-2.1	mcr-2.1	mcr-2.1	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3004139	card	MCR-3.1	PMID: ['28655818'], additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_039026394.1	mcr-3.1	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-3.1	mcr-3.1	mcr-3.1	RBH	1.0	1.0	phenotype: confers resistance to Colistin
ARO:3004325	card	MCR-4.1	PMID: ['28797329'], additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: colistin A,colistin B	WP_099156046.1	mcr-4.1	RBH	1.0	1.0	phenotype: confers resistance to subclass COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-4.1	mcr-4.1	mcr-4.1	RBH	1.0	0.966728280961183	phenotype: confers resistance to Colistin
