id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata
mcr-4.8	resfinder	mcr-4.8	phenotype: confers resistance to: COLISTIN	ARO3007231	MCR-4.6	OWH	0.97	1.0	additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_311033333.1	mcr-4.8	RBH	1.0	0.966728280961183	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-4.8
mcr-5.1	resfinder	mcr-5.1	phenotype: confers resistance to: COLISTIN	ARO3004332	MCR-5.1	RBH	1.0	1.0	PMID: ['30053115', '28962028'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_053821788.1	mcr-5.1	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-5.1
mcr-5.2	resfinder	mcr-5.2	phenotype: confers resistance to: COLISTIN	ARO3004698	MCR-5.2	RBH	1.0	1.0	PMID: ['29444245', '30053115'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_109545057.1	mcr-5.2	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-5.2
mcr-5.3	resfinder	mcr-5.3	phenotype: confers resistance to: COLISTIN	ARO3007282	MCR-5.3	RBH	1.0	1.0	PMID: ['30864883'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_114699278.1	mcr-5.3	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-5.3
mcr-5.4	resfinder	mcr-5.4	phenotype: confers resistance to: COLISTIN	ARO3007281	MCR-5.4	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_148044478.1	mcr-5.4	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-5.4
mcr-5.5	resfinder	mcr-5.5	phenotype: confers resistance to: COLISTIN	ARO3004332	MCR-5.1	OWH	0.961	1.0	PMID: ['30053115', '28962028'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_311033334.1	mcr-5.5	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-5.5
mcr-6.1	resfinder	mcr-6.1	phenotype: confers resistance to: COLISTIN	ARO3004501	MCR-6.1	RBH	1.0	1.0	PMID: ['30053008'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_099982813.1	mcr-6.1	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-6.1
mcr-7.1	resfinder	mcr-7.1	phenotype: confers resistance to: COLISTIN	ARO3004517	MCR-7.1	RBH	1.0	1.0	PMID: ['29912417'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_104009851.1	mcr-7.1	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-7.1
mcr-8	resfinder	mcr-8	phenotype: confers resistance to: COLISTIN	ARO3004516	MCR-8.1	RBH	1.0	1.0	PMID: ['29970891'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_114699275.1	mcr-8.1	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-8.1
mcr-8.2	resfinder	mcr-8.2	phenotype: confers resistance to: COLISTIN	ARO3007229	MCR-8.2	RBH	1.0	1.0	PMID: ['30864883'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_072310976.1	mcr-8.2	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-8.2
mcr-8.3	resfinder	mcr-8.3	phenotype: confers resistance to: COLISTIN	ARO3007227	MCR-8.3	RBH	1.0	1.0	PMID: ['31849875'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_150823497.1	mcr-8.3	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-8.3
mcr-8.4	resfinder	mcr-8.4	phenotype: confers resistance to: COLISTIN	ARO3007228	MCR-8.4	RBH	1.0	1.0	PMID: ['30828324'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_118860654.1	mcr-8.4	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-8.4
mcr-8.5	resfinder	mcr-8.5	phenotype: confers resistance to: COLISTIN	ARO3004516	MCR-8.1	OWH	0.96	1.0	PMID: ['29970891'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	WP_181726036.1	mcr-8.5	RBH	1.0	1.0	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-8.5
mcr-9.1	resfinder	mcr-9.1	phenotype: confers resistance to: COLISTIN	ARO3004684	MCR-9.1	RBH	1.0	1.0	PMID: ['31064835'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B						
mcr-9.2	resfinder	mcr-9.2	phenotype: confers resistance to: COLISTIN	ARO3004684	MCR-9.1	RBH	1.0	1.0	PMID: ['31064835'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B						
mcr-9.3	resfinder	mcr-9.3	phenotype: confers resistance to: COLISTIN	ARO3004684	MCR-9.1	OWH	0.964	1.0	PMID: ['31064835'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B						
mdt(A)	resfinder	mdt(A)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, TETRACYCLINE												
mecA	resfinder	mecA	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3000617	mecA	RBH	0.997	1.0	PMID: ['2708325', '12389036', '27547406', '3878127', '21636525', '15226303', '6563036', '18718557', '21931689'], additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3001208:methicillin resistant PBP2, phenotype: confers resistance to antibiotic: METHICILLIN	WP_057521704.1	mecA	RBH	0.997	1.0	phenotype: confers resistance to subclass: CEFTAROLINE, METHICILLIN, product: ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA
mecA1	resfinder	mecA1	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM							WP_058611717.1	mecA1	RBH	0.965	1.0015037593984963	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1
mecA2	resfinder	mecA2	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM							WP_063852700.1	mecA2	RBH	0.985	1.0	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2
mecB	resfinder	mecB	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3003440	mecB	RBH	1.0	1.0	PMID: ['24302651'], additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3001208:methicillin resistant PBP2, phenotype: confers resistance to antibiotic: METHICILLIN	WP_012655867.1	mecB	RBH	1.0	1.0	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB
mecC	resfinder	mecC	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3001209	mecC	RBH	1.0	1.0	PMID: ['28069659', '21641281', '22941897', '23274660'], additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3001208:methicillin resistant PBP2, phenotype: confers resistance to antibiotic: METHICILLIN	WP_000725529.1	mecC	RBH	1.0	1.0	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC
mecC2	resfinder	mecC2	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM							WP_069996660.1	mecC3	RBH	0.92	1.0	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC3
mecD	resfinder	mecD	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3004185	mecD	RBH	1.0	1.0	PMID: ['28272476'], additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3001208:methicillin resistant PBP2, phenotype: confers resistance to antibiotic: METHICILLIN	WP_087587946.1	mecD	RBH	1.0	1.0	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecD
mef(A)	resfinder	mef(A)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN	ARO3000616	mel	RBH	1.0	1.0	PMID: ['23114767', '22137270', '16189099'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  TELITHROMYCIN	WP_063853591.1	mef(A)	RBH	0.995	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, product: macrolide efflux MFS transporter Mef(A)
mef(B)	resfinder	mef(B)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN	ARO3003107	mef(B)	RBH	1.0	1.0	PMID: ['19131424', '27052334'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000747:mef, phenotype: confers resistance to antibiotic: AZITHROMYCIN,  ERYTHROMYCIN	WP_032492336.1	mef(B)	RBH	1.0	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, product: macrolide efflux MFS transporter Mef(B)
mef(C)	resfinder	mef(C)	phenotype: confers resistance to: ERYTHROMYCIN	ARO3003745	mef(C)	RBH	1.0	1.0	PMID: ['22446310'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000747:mef, phenotype: confers resistance to antibiotic: OXYTETRACYCLINE	WP_014386804.1	mef(C)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, product: macrolide efflux MFS transporter Mef(C)
mph(A)	resfinder	mph(A)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN	ARO3000316	mphA	RBH	1.0	1.0	PMID: ['17302923', '29317655', '8619599', '20231391'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  DIRITHROMYCIN,  ERYTHROMYCIN,  OLEANDOMYCIN,  ROXITHROMYCIN,  TELITHROMYCIN	WP_063853866.1	mph(A)	RBH	0.986	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN, product: Mph(A) family macrolide 2'-phosphotransferase
mph(B)	resfinder	mph(B)	phenotype: confers resistance to: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN	ARO3000318	mphB	RBH	1.0	1.0	PMID: ['29317655', '8900063', '1330822', '9503630', '17302923'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  DIRITHROMYCIN,  ERYTHROMYCIN,  OLEANDOMYCIN,  ROXITHROMYCIN,  SPIRAMYCIN,  TELITHROMYCIN,  TYLOSIN	WP_000031017.1	mph(B)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN, product: Mph(B) family macrolide 2'-phosphotransferase
mph(C)	resfinder	mph(C)	phenotype: confers resistance to: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN	ARO3000319	mphC	RBH	1.0	1.0	PMID: ['17302923', '29317655', '12670694'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  DIRITHROMYCIN,  ERYTHROMYCIN,  OLEANDOMYCIN,  ROXITHROMYCIN,  SPIRAMYCIN,  TELITHROMYCIN,  TYLOSIN	WP_063853881.1	mph(C)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN, product: Mph(C) family macrolide 2'-phosphotransferase
mph(E)	resfinder	mph(E)	phenotype: confers resistance to: ERYTHROMYCIN	ARO3003741	mphE	RBH	1.0	1.0	PMID: ['29317655', '17261525'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: ERYTHROMYCIN	WP_000155092.1	mph(E)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, product: Mph(E) family macrolide 2'-phosphotransferase
mph(F)	resfinder	mph(F)	phenotype: confers resistance to: ERYTHROMYCIN	ARO3003071	mphF	RBH	1.0	1.0	PMID: ['29317655', '17101677'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  ERYTHROMYCIN,  ROXITHROMYCIN,  TYLOSIN	WP_021263608.1	mph(F)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, product: Mph(F) family macrolide 2'-phosphotransferase
mph(G)	resfinder	mph(G)	phenotype: confers resistance to: ERYTHROMYCIN	ARO3003742	mphG	RBH	1.0	1.0	PMID: ['29317655', '25765542'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  ERYTHROMYCIN	WP_014386803.1	mph(G)	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, product: Mph(G) family macrolide 2'-phosphotransferase
mph(I)	resfinder	mph(I)	phenotype: confers resistance to: SPIRAMYCIN, TELITHROMYCIN	ARO3003991	mphI	RBH	1.0	1.0	PMID: ['27929110', '29317655'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  TELITHROMYCIN,  TYLOSIN						
mph(J)	resfinder	mph(J)	phenotype: confers resistance to: ERYTHROMYCIN, TYLOSIN	ARO3004544	mphJ	RBH	1.0	1.0	PMID: ['29259290', '29317655'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  TELITHROMYCIN,  TYLOSIN	WP_087349244.1	mphJ	RBH	1.0	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, TELITHROMYCIN, TYLOSIN, product: macrolide 2'-phosphotransferase MphJ
mph(K)	resfinder	mph(K)	phenotype: confers resistance to: SPIRAMYCIN, TELITHROMYCIN	ARO3004541	mphK	RBH	1.0	1.0	PMID: ['29317655'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  TELITHROMYCIN	WP_003246254.1	mphK	RBH	1.0	1.0	phenotype: confers resistance to subclass: TELITHROMYCIN, TYLOSIN, product: macrolide 2'-phosphotransferase MphK
mph(N)	resfinder	mph(N)	phenotype: confers resistance to: ERYTHROMYCIN												
mre(A)	resfinder	mre(A)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, SPIRAMYCIN	ARO3007050	mreA	RBH	1.0	0.9967845659163987	PMID: ['9420045'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: AZITHROMYCIN,  ERYTHROMYCIN,  SPIRAMYCIN	-	-	-	-	-	-
msr(A)	resfinder	msr(A)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, PRISTINAMYCIN IA, QUINUPRISTIN, TELITHROMYCIN, VIRGINIAMYCIN S	ARO3000251	msrA	RBH	1.0	1.0	PMID: ['15914491'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  QUINUPRISTIN	WP_063854317.1	msr(A)	RBH	0.983	1.0	phenotype: confers resistance to subclass: ERYTHROMYCIN, STREPTOGRAMIN B, product: ABC-F type ribosomal protection protein Msr(A)
msr(C)	resfinder	msr(C)	phenotype: confers resistance to: ERYTHROMYCIN, PRISTINAMYCIN IA, QUINUPRISTIN, TELITHROMYCIN, VIRGINIAMYCIN S	ARO3002819	msrC	RBH	0.953	1.0	PMID: ['11120975'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  QUINUPRISTIN	WP_002314314.1	msr(C)	RBH	0.953	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, STREPTOGRAMIN B, TYLOSIN, product: ABC-F type ribosomal protection protein Msr(C)
msr(D)	resfinder	msr(D)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, PRISTINAMYCIN IA, QUINUPRISTIN, TELITHROMYCIN, VIRGINIAMYCIN S							WP_000420317.1	msr(D)	RBH	0.973	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, STREPTOGRAMIN B, product: ABC-F type ribosomal protection protein Msr(D)
msr(E)	resfinder	msr(E)	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, PRISTINAMYCIN IA, QUINUPRISTIN, VIRGINIAMYCIN S	ARO3003109	msrE	RBH	1.0	1.0	PMID: ['23114767'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN	WP_000052512.1	msr(E)	RBH	1.0	1.0	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, STREPTOGRAMIN, product: ABC-F type ribosomal protection protein Msr(E)
mupA	resfinder	mupA	phenotype: confers resistance to: MUPIROCIN	ARO3000521	Staphylococcus aureus mupA conferring resistance to mupirocin	RBH	0.995	1.0	PMID: ['11599741', '21421794', '8067768'], additional_phenotype: confers resistance to drug class: MUPIROCIN-LIKE ANTIBIOTIC, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: MUPIROCIN	WP_000163435.1	mupA	RBH	0.999	1.0	phenotype: confers resistance to subclass: MUPIROCIN, product: mupirocin-resistant isoleucine--tRNA ligase MupA
mupB	resfinder	mupB	phenotype: confers resistance to: MUPIROCIN	ARO3000510	Staphylococcus aureus mupB conferring resistance to mupirocin	RBH	0.999	1.0	PMID: ['22252810'], additional_phenotype: confers resistance to drug class: MUPIROCIN-LIKE ANTIBIOTIC, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: MUPIROCIN	WP_063854488.1	mupB	RBH	0.999	1.0	phenotype: confers resistance to subclass: MUPIROCIN, product: mupirocin-resistant isoleucine--tRNA ligase MupB
nimA	resfinder	nimA	phenotype: confers resistance to: METRONIDAZOLE	ARO3007104	nimA	RBH	1.0	1.0	PMID: ['8067736', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_032488596.1	nimA	RBH	1.0	1.0	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimA
nimB	resfinder	nimB	phenotype: confers resistance to: METRONIDAZOLE	ARO3004655	nimB	RBH	1.0	1.0	PMID: ['8067736', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_063854490.1	nimB	RBH	1.0	1.0	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimB
nimC	resfinder	nimC	phenotype: confers resistance to: METRONIDAZOLE	ARO3007105	nimC	RBH	1.0	1.0	PMID: ['7773395', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_063854491.1	nimC	RBH	1.0	1.0	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimC
nimD	resfinder	nimD	phenotype: confers resistance to: METRONIDAZOLE	ARO3007106	nimD	RBH	1.0	1.0	PMID: ['7773395', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_063854492.1	nimD	RBH	1.0	1.0	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimD
nimE	resfinder	nimE	phenotype: confers resistance to: METRONIDAZOLE	ARO3007107	nimE	RBH	0.97	1.0	PMID: ['15273153', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_005812773.1	nimE	RBH	0.97	1.0	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimE
nimF	resfinder	nimF	phenotype: confers resistance to: METRONIDAZOLE	ARO3007108	nimF	RBH	1.0	1.0	PMID: ['15728943'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE						
nimH	resfinder	nimH	phenotype: confers resistance to: METRONIDAZOLE	ARO3007110	nimH	RBH	1.0	1.0	PMID: ['28535278'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE						
nimI	resfinder	nimI	phenotype: confers resistance to: METRONIDAZOLE	ARO3007111	nimI	RBH	0.981	0.9534883720930233	PMID: ['19805556'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	WP_021588763.1	nimI	RBH	0.981	0.9534883720930233	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimI
